x			
0	0.0031521	0.0061458	0.017514
0.0078125	0.003921	0.0080126	0.028176
0.015625	0.012486	0.0019962	0.0304
0.023438	0.011243	0.014232	0.025235
0.03125	0.02025	0.060146	0.003154
0.039063	0.033831	0.053237	0.00051718
0.046875	0.097488	0.15688	0.04645
0.054688	0.060977	0.029295	0.025068
0.0625	0.075191	0.41605	0.25434
0.070313	0.40947	0.14418	0.2011
0.078125	0.092919	0.0094452	0.51605
0.085937	0.76855	0.74378	0.36773
0.09375	0.64243	1.5642	0.25765
0.10156	1.5903	0.48597	0.050281
0.10938	0.27098	0.21379	0.304
0.11719	0.12117	0.46102	0.15904
0.125	0.59644	0.4238	0.57202
0.13281	0.90799	0.92837	0.20311
0.14063	1.2136	0.21113	0.08705
0.14844	0.095921	0.57381	1.6984
0.15625	0.09413	0.0072772	1.3045
0.16406	1.3285	0.61128	1.3351
0.17187	0.28597	0.040956	1.1174
0.17969	2.553	0.45521	0.71426
0.1875	1.2397	0.43388	1.4251
0.19531	4.0612	0.93869	0.55679
0.20313	0.49248	0.52249	1.599
0.21094	0.35366	0.96792	0.23776
0.21875	2.6021	4.1452	0.56117
0.22656	5.02	0.69905	0.059188
0.23438	1.733	0.42564	3.9253
0.24219	1.4909	3.4491	0.68976
0.25	1.1436	0.067592	0.31982
0.25781	0.29465	0.92412	4.2186
0.26563	1.9705	3.5127	3.5332
0.27344	1.6103	0.96172	1.5029
0.28125	0.37002	0.84035	1.207
0.28906	0.08429	0.2815	1.3723
0.29688	0.47032	0.14516	0.95563
0.30469	2.3625	1.947	1.0205
0.3125	0.014512	0.19746	3.957
0.32031	0.54591	3.4257	2.4877
0.32813	1.5124	3.1648	1.9247
0.33594	3.2319	0.22733	4.7404
0.34375	0.97255	7.715	13.1505
0.35156	3.0381	0.87009	2.2777
0.35938	2.0402	6.4507	3.3374
0.36719	1.5502	0.82291	0.86989
0.375	6.4542	3.2799	1.1289
0.38281	4.6722	0.5633	0.47387
0.39063	2.3737	2.1584	2.2297
0.39844	0.89712	0.36083	1.9245
0.40625	10.5574	4.1605	1.2354
0.41406	4.9038	0.6452	1.0309
0.42188	0.61856	1.1686	2.3692
0.42969	1.5233	1.992	6.4944
0.4375	2.1873	0.81003	3.0399
0.44531	4.6796	3.2748	0.37817
0.45313	8.5506	8.0895	0.30234
0.46094	13.3472	1.0379	1.4567
0.46875	9.8932	4.3691	2.5363
0.47656	2.5387	13.4866	3.6006
0.48438	3.6435	4.0607	4.1779
0.49219	0.42279	6.7408	2.4369
0.5	7.1547	1.5612	1.5341
0.50781	15.5473	1.0364	3.0402
0.51563	0.78612	0.94943	5.3549
0.52344	6.5694	8.3162	2.109
0.53125	0.17166	3.8201	1.4812
0.53906	0.86466	1.3845	10.7345
0.54688	3.1593	4.602	13.905
0.55469	2.8513	0.73549	2.295
0.5625	0.24976	2.8608	5.1481
0.57031	7.3961	0.20317	0.70499
0.57813	0.49675	1.7391	11.3235
0.58594	4.3043	7.8039	0.26476
0.59375	0.7907	0.63676	2.1373
0.60156	0.57328	5.9368	13.8815
0.60938	1.0282	0.81705	1.8121
0.61719	2.7885	0.46645	1.5368
0.625	0.35788	7.0362	1.2567
0.63281	0.5618	0.56931	3.3592
0.64063	1.5905	8.4974	6.8187
0.64844	8.0908	4.2171	9.073
0.65625	6.1642	7.8804	3.7258
0.66406	1.4545	4.6684	13.1216
0.67188	11.1677	0.23351	0.065435
0.67969	0.26132	4.1883	0.030587
0.6875	3.1137	2.7243	9.5312
0.69531	2.2969	2.1727	3.2898
0.70313	6.5758	7.787	0.33543
0.71094	1.3046	0.65922	1.327
0.71875	1.1112	2.0096	0.1665
0.72656	0.8435	0.32125	0.15847
0.73438	0.46896	1.6398	1.5786
0.74219	3.4671	2.9298	3.4638
0.75	0.1464	3.2337	1.3107
0.75781	1.0552	0.72145	1.276
0.76563	2.733	1.1977	0.92564
0.77344	1.0611	1.0961	2.6791
0.78125	3.1078	0.94708	0.35593
0.78906	2.8621	0.62831	2.9009
0.79688	1.9085	2.0995	0.27909
0.80469	2.2413	0.58609	1.0668
0.8125	1.6237	2.7762	0.81057
0.82031	0.96762	0.064008	1.6462
0.82813	0.31911	5.4099	0.9011
0.83594	3.384	0.1318	1.4143
0.84375	0.20916	0.53271	0.059777
0.85156	2.6345	0.57903	1.003
0.85938	0.11004	1.8497	0.77441
0.86719	0.1857	1.757	0.90928
0.875	0.13941	1.2949	0.6371
0.88281	0.062123	0.43905	0.20987
0.89063	0.43024	0.65948	0.050033
0.89844	0.15303	0.48836	0.047114
0.90625	0.068289	0.30858	0.31078
0.91406	0.0068411	0.46125	0.0035589
0.92188	0.14994	0.41443	0.24517
0.92969	0.18516	0.1427	0.43698
0.9375	0.134	0.10783	0.044282
0.94531	0.12717	0.038875	0.22294
0.95313	0.011237	0.021911	0.011474
0.96094	0.005927	0.15613	0.066102
0.96875	0.0060991	0.010654	0.086529
0.97656	0.013512	0.22754	0.03368
0.98438	0.048592	0.081049	0.013137
0.99219	0.02345	0.096039	0.021671
