	0	0
	0.0019531	-0.015726
	0.0039063	-0.031452
	0.0058594	-0.047179
	0.0078125	-0.062908
	0.0097656	-0.078638
	0.011719	-0.09437
	0.013672	-0.1101
	0.015625	-0.12584
	0.017578	-0.14158
	0.019531	-0.15733
	0.021484	-0.17307
	0.023438	-0.18883
	0.025391	-0.20458
	0.027344	-0.22035
	0.029297	-0.23611
	0.03125	-0.25189
	0.033203	-0.26767
	0.035156	-0.28345
	0.037109	-0.29925
	0.039062	-0.31505
	0.041016	-0.33086
	0.042969	-0.34668
	0.044922	-0.36251
	0.046875	-0.37835
	0.048828	-0.39419
	0.050781	-0.41005
	0.052734	-0.42592
	0.054688	-0.44179
	0.056641	-0.45768
	0.058594	-0.47359
	0.060547	-0.4895
	0.0625	-0.50543
	0.064453	-0.52137
	0.066406	-0.53732
	0.068359	-0.55329
	0.070312	-0.56927
	0.072266	-0.58526
	0.074219	-0.60127
	0.076172	-0.6173
	0.078125	-0.63334
	0.080078	-0.6494
	0.082031	-0.66548
	0.083984	-0.68157
	0.085938	-0.69769
	0.087891	-0.71382
	0.089844	-0.72996
	0.091797	-0.74613
	0.09375	-0.76232
	0.095703	-0.77853
	0.097656	-0.79476
	0.099609	-0.81101
	0.10156	-0.82728
	0.10352	-0.84357
	0.10547	-0.85989
	0.10742	-0.87623
	0.10938	-0.89259
	0.11133	-0.90898
	0.11328	-0.92539
	0.11523	-0.94182
	0.11719	-0.95828
	0.11914	-0.97477
	0.12109	-0.99128
	0.12305	-1.0078
	0.125	-1.0244
	0.12695	-1.041
	0.12891	-1.0576
	0.13086	-1.0743
	0.13281	-1.0909
	0.13477	-1.1077
	0.13672	-1.1244
	0.13867	-1.1412
	0.14062	-1.158
	0.14258	-1.1748
	0.14453	-1.1917
	0.14648	-1.2086
	0.14844	-1.2255
	0.15039	-1.2425
	0.15234	-1.2595
	0.1543	-1.2766
	0.15625	-1.2936
	0.1582	-1.3107
	0.16016	-1.3279
	0.16211	-1.3451
	0.16406	-1.3623
	0.16602	-1.3796
	0.16797	-1.3969
	0.16992	-1.4142
	0.17188	-1.4316
	0.17383	-1.4491
	0.17578	-1.4665
	0.17773	-1.4841
	0.17969	-1.5016
	0.18164	-1.5192
	0.18359	-1.5369
	0.18555	-1.5546
	0.1875	-1.5723
	0.18945	-1.5901
	0.19141	-1.6079
	0.19336	-1.6258
	0.19531	-1.6437
	0.19727	-1.6617
	0.19922	-1.6798
	0.20117	-1.6979
	0.20312	-1.716
	0.20508	-1.7342
	0.20703	-1.7524
	0.20898	-1.7707
	0.21094	-1.7891
	0.21289	-1.8075
	0.21484	-1.826
	0.2168	-1.8445
	0.21875	-1.8631
	0.2207	-1.8817
	0.22266	-1.9004
	0.22461	-1.9192
	0.22656	-1.938
	0.22852	-1.9569
	0.23047	-1.9759
	0.23242	-1.9949
	0.23437	-2.014
	0.23633	-2.0331
	0.23828	-2.0523
	0.24023	-2.0716
	0.24219	-2.091
	0.24414	-2.1104
	0.24609	-2.1299
	0.24805	-2.1495
	0.25	-2.1691
	0.25195	-2.1888
	0.25391	-2.2086
	0.25586	-2.2285
	0.25781	-2.2485
	0.25977	-2.2685
	0.26172	-2.2886
	0.26367	-2.3088
	0.26563	-2.3291
	0.26758	-2.3494
	0.26953	-2.3699
	0.27148	-2.3904
	0.27344	-2.4111
	0.27539	-2.4318
	0.27734	-2.4526
	0.2793	-2.4735
	0.28125	-2.4945
	0.2832	-2.5155
	0.28516	-2.5367
	0.28711	-2.558
	0.28906	-2.5794
	0.29102	-2.6009
	0.29297	-2.6224
	0.29492	-2.6441
	0.29688	-2.6659
	0.29883	-2.6878
	0.30078	-2.7098
	0.30273	-2.732
	0.30469	-2.7542
	0.30664	-2.7766
	0.30859	-2.799
	0.31055	-2.8216
	0.3125	-2.8443
	0.31445	-2.8672
	0.31641	-2.8901
	0.31836	-2.9132
	0.32031	-2.9364
	0.32227	-2.9598
	0.32422	-2.9832
	0.32617	-3.0069
	0.32813	-3.0306
	0.33008	-3.0545
	0.33203	-3.0785
	0.33398	-3.1027
	0.33594	-3.1271
	0.33789	-3.1516
	0.33984	-3.1762
	0.3418	-3.201
	0.34375	-3.226
	0.3457	-3.2511
	0.34766	-3.2764
	0.34961	-3.3018
	0.35156	-3.3275
	0.35352	-3.3533
	0.35547	-3.3793
	0.35742	-3.4055
	0.35938	-3.4318
	0.36133	-3.4584
	0.36328	-3.4852
	0.36523	-3.5121
	0.36719	-3.5393
	0.36914	-3.5667
	0.37109	-3.5943
	0.37305	-3.6221
	0.375	-3.6501
	0.37695	-3.6784
	0.37891	-3.7069
	0.38086	-3.7356
	0.38281	-3.7646
	0.38477	-3.7939
	0.38672	-3.8234
	0.38867	-3.8532
	0.39063	-3.8832
	0.39258	-3.9135
	0.39453	-3.9442
	0.39648	-3.9751
	0.39844	-4.0063
	0.40039	-4.0378
	0.40234	-4.0697
	0.4043	-4.1018
	0.40625	-4.1344
	0.4082	-4.1672
	0.41016	-4.2004
	0.41211	-4.234
	0.41406	-4.268
	0.41602	-4.3024
	0.41797	-4.3371
	0.41992	-4.3723
	0.42188	-4.4079
	0.42383	-4.4439
	0.42578	-4.4804
	0.42773	-4.5173
	0.42969	-4.5547
	0.43164	-4.5926
	0.43359	-4.631
	0.43555	-4.6699
	0.4375	-4.7094
	0.43945	-4.7493
	0.44141	-4.7899
	0.44336	-4.831
	0.44531	-4.8727
	0.44727	-4.915
	0.44922	-4.9579
	0.45117	-5.0014
	0.45312	-5.0455
	0.45508	-5.0903
	0.45703	-5.1358
